-0:10 | Nana☆: IKZ
22:31 | Marshall: WE'RE ETHYRIA YEAH
22:31 | 《°•Mystic Zen•°》: WE'RE ETHYRIA YEAAAAAAAHHH!!!
22:31 | オハナ[Ohana]: :baguette_bread::baguette_bread::baguette_bread:
22:32 | VSF da: :baguette_bread::baguette_bread::baguette_bread:
22:32 | zie 🎭: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
22:32 | Howdoichoosemyname?: :baguette_bread::purple_heart::baguette_bread::purple_heart::baguette_bread::red_heart::baguette_bread::purple_heart::baguette_bread::purple_heart::baguette_bread:
22:32 | Tora: WE'RE ETHYRIA YEAHH
22:32 | pipipopo: :baguette_bread::baguette_bread::baguette_bread::baguette_bread:
22:32 | 星降る夜: TSKRRRRR :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
22:32 | Lei: :elbowcough::elbowcough::elbowcough:
22:32 | SandwicH: :elbowcough::elbowcough::elbowcough:
22:32 | rusha: WE’RE ETHYRIA YEAH
22:33 | Clara琛琛🖋️: HES SO HOT WOOO 
22:33 | Akiii: WERE ethyria YEAHHHHHHHHHHH
22:33 | Biidaoo: :blue_heart::purple_heart::blue_heart::purple_heart::blue_heart::purple_heart::blue_heart::purple_heart:
22:33 | Nielle Ong: :baguette_bread::baguette_bread::baguette_bread:
22:33 | 惠歆: :baguette_bread::baguette_bread::baguette_bread:
22:33 | 亦星: :baguette_bread::baguette_bread::baguette_bread:
22:33 | Anton [The UltraRare Sheep]: :heart_on_fire::heart_on_fire:
22:33 | fia: CUTE
22:33 | A Lag: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
22:33 | kaycee: WOO
22:33 | 祁悅: :blue_heart::purple_heart::blue_heart::purple_heart::blue_heart::purple_heart:
22:34 | XI: TSKRRR
22:34 | Clownahh: :fire::baguette_bread::fire:
22:34 | 暁山瑞希絕緣體: :elbowcough::elbowcough::elbowcough::elbowcough:
22:34 | FangXD: :fire::fire::fire::fire::fire:
22:34 | CeciliaE.: :baguette_bread::baguette_bread::baguette_bread:
22:34 | Bread Genie: we're ETHYRIA YEAAAAAAA :baguette_bread::baguette_bread:
22:34 | DL92: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
22:34 | Squartz85: yuh
22:34 | Benilde: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
22:35 | yiyi: Woooooooooo:elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
22:35 | blue ブルー: were ethyria yeahhhh
22:35 | てんた: :baguette_bread::baguette_bread::baguette_bread:
22:35 | doriori: WE'RE ETHYRIA YUH
22:35 | Aprilfévrier(눈_눈): WOOOOOOOO
22:35 | tinywind: :baguette_bread::baguette_bread::baguette_bread:
22:35 | mintmiilk: YEAH
22:35 | Doritos cool ranch: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
22:35 | 羏子: :baguette_bread::baguette_bread::baguette_bread::baguette_bread:
22:35 | Lostwig: :orange_heart:🩵:red_heart::white_heart: WERE ETHYRIA YEA :orange_heart:🩵:red_heart::white_heart:
22:35 | Sophia Castanheira: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
22:36 | Purple_FrogZ: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
22:36 | RA RA: :baguette_bread::croissant::baguette_bread::croissant::baguette_bread::croissant::baguette_bread::croissant::baguette_bread:
22:36 | Celeste MPG: :baguette_bread::baguette_bread::baguette_bread:
22:36 | demidemi: WE'RE ETHYRIA YEAHHH
22:36 | Himiko Toga: AHHHH I LOVE THIS PART
22:36 | Violette: :blue_heart::purple_heart::blue_heart::purple_heart:
22:36 | mia_patata: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
22:36 | O Laen．左: :baguette_bread::baguette_bread::baguette_bread:
22:36 | H@ruk3☆: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
22:36 | Hatsu: :virtualhug::virtualhug::virtualhug::virtualhug::virtualhug:
22:36 | Anonymous Dream: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
22:36 | Eirlys(⁠ ⁠՞⁠ਊ⁠ ⁠՞ )🥭: so cyute:purple_heart::blue_heart::purple_heart::blue_heart::purple_heart::blue_heart:
22:36 | Ali S: :virtualhug::virtualhug::virtualhug:
22:36 | cereal: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
22:37 | なつき: :baguette_bread::baguette_bread::baguette_bread::baguette_bread:
22:37 | Sara: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
22:37 | Elena~: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
22:37 | Mitsu: :baguette_bread::baguette_bread::baguette_bread::baguette_bread:
22:37 | barofsoap: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
22:37 | Silent_Cy: WOOOO
22:37 | lovewave: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
22:37 | Yuu˙Ⱉ˙: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
22:37 | まび: :blue_heart::purple_heart::blue_heart::purple_heart::blue_heart::purple_heart:
22:37 | Blake: :baguette_bread::face-red-heart-shape::baguette_bread:
22:37 | Lilly Hong: :elbowcough::elbowcough::elbowcough:
22:37 | Tartaglia lover: LOVE IT!
22:37 | Thefangirl2002: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
22:37 | PrinceAlia: :baguette_bread::baguette_bread::baguette_bread:
22:37 | julé: GOD SEES ALL
22:37 | Liam_K9🧻: :baguette_bread::baguette_bread::baguette_bread:
22:37 | Lei: TSKR
22:37 | Sylvena💕: :baguette_bread::blue_heart::baguette_bread::blue_heart::baguette_bread:
22:37 | BreadCrumbs: :baguette_bread::baguette_bread::baguette_bread::baguette_bread:
22:38 | 琰媛丶Yan: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
22:38 | yamato-やまと: :baguette_bread::baguette_bread::baguette_bread:
22:38 | Keii: WOOOO
22:38 | Xīngyún: WERE ETHYRIA YEAHHHH
22:38 | Original Noov: WOOOOOO
22:38 | Akiii: :baguette_bread::baguette_bread::baguette_bread::baguette_bread:
22:38 | IsRenaYa: :baguette_bread::baguette_bread::baguette_bread:
22:38 | eriri: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
22:38 | Nagisa: :elbowcough::elbowcough::elbowcough:
22:38 | Ren: :baguette_bread::baguette_bread::baguette_bread::baguette_bread:
22:38 | つぐた: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
22:38 | yux in: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
22:38 | なおえ。: :baguette_bread::baguette_bread::baguette_bread:
22:38 | Anna: WOOOOO
22:38 | zie 🎭: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
22:38 | Rukai: :elbowcough::elbowcough::elbowcough:
22:38 | YF: :elbowcough:god sees all
22:38 | luke Capuras: yeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
22:38 | minnnie🍌: :elbowcough::elbowcough::elbowcough:
22:39 | Heizeru Chan: WE'RE ETHYRIA YEAH
22:39 | catpaws🐾 猫の足: ETHYRIA YEAH
22:39 | Reikkeii: :baguette_bread::baguette_bread::baguette_bread:
22:39 | ♡ Meowmoiselle ♡: :purple_heart::fire::blue_heart::fire::purple_heart::fire::blue_heart:
22:39 | Hatsu: :virtualhug::virtualhug::virtualhug::virtualhug::virtualhug:
22:39 | Janelle Evangelista: :baguette_bread::baguette_bread::baguette_bread:
22:39 | nerurA: WE'RE ETHYRIA YEAH:baguette_bread:
22:39 | Arsen: GOD SEES ALL
22:39 | jayiithecarrot: WE'RE ETHYRIA YEAH!
22:39 | もえそちゃん(moeso-chan): :baguette_bread::baguette_bread::baguette_bread:
22:39 | //Love🦋AKI: WE'RE ETHYRIA YUHH
22:40 | Veronica P.: :baguette_bread::baguette_bread::baguette_bread:
22:40 | aisha ☆: BABYGIRL :loudly_crying_face::loudly_crying_face::loudly_crying_face:
22:40 | Avileshka (アビー): ETHYRIAAAA
22:40 | pengi: god sees all
22:40 | Yue Taishe Kuga: GOD SEES ALL
22:40 | zivanka zorine: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
22:40 | Whan NN: :baguette_bread::baguette_bread::baguette_bread::baguette_bread:
22:40 | mrshhmllow[pie]: WE'RE ETHYRIA YEAAAAAAA
22:40 | helia 🌻: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
22:40 | Sophia Castanheira: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
22:40 | Ruruo: :baguette_bread::baguette_bread::baguette_bread::baguette_bread:
22:40 | An3m0 K@ZuhA: AAAAAAAAAAAA:elbowcough::elbowcough::elbowcough::elbowcough::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
22:40 | miléna: WE'RE ETHYRIA YEAH
22:40 | Lenny Aritonang: :face-red-heart-shape:
22:40 | paula: :baguette_bread::purple_heart::blue_heart::baguette_bread:
22:41 | Sugar030: :baguette_bread::baguette_bread::baguette_bread:
22:41 | corri: WOOOOO
22:41 | Reeciez: :baguette_bread::baguette_bread::baguette_bread::baguette_bread:
22:41 | Skye Fawn [Luca's Secretary]: :baguette_bread::baguette_bread::baguette_bread:
22:41 | Yemi 燁彌: Wooo
22:41 | きちこ: god sees all
22:41 | mintybreeze: ETHYRIA YEAH
22:41 | Raincore: :baguette_bread::baguette_bread::baguette_bread:
22:42 | glitter: WE’RE ETHYRIA YEAH
22:42 | yuuka: :elbowcough::elbowcough::elbowcough:
22:42 | fang: :blue_heart::purple_heart::blue_heart::purple_heart::blue_heart::purple_heart:
22:42 | 阿舒: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
22:42 | clearbubble: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
22:42 | Mimichan: WE'RE ETHYRIA YEAHHH
22:42 | Clownahh: Wwoowoowwow:face-fuchsia-wide-eyes::face-fuchsia-wide-eyes:
22:42 | Avril Hsu: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
22:43 | PinkWillow: :clapping_hands::baguette_bread::clapping_hands:
22:43 | Zerryyy: :elbowcough::baguette_bread::elbowcough::baguette_bread::elbowcough::baguette_bread::elbowcough::baguette_bread::elbowcough::baguette_bread:
22:43 | まなな / manana: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
22:43 | Lesley: :baguette_bread::baguette_bread::baguette_bread:
22:43 | 阿燁: :baguette_bread::baguette_bread::baguette_bread::baguette_bread:
22:43 | wanwan: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
22:43 | Julian Laugel: yeahhhhhh
22:43 | Casper: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
22:43 | tokkie🎈: GOD SEES ALL
22:43 | yejin🧧🧻: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
22:43 | --Jaycee--: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
22:44 | Hatsu: :virtualhug::virtualhug::virtualhug::virtualhug::virtualhug:
22:44 | Himiko Toga: YEAHHHHHH
22:44 | chumpy wumpy: YUH
22:44 | Helluva_Brother: :blue_heart::purple_heart:
22:44 | Shiuan: :baguette_bread::baguette_bread::baguette_bread:
22:44 | 込（こみ）: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
22:44 | 【Elle Yams】: WOOOOOOOOOOO
22:44 | NotoriousBSG82: WE'RE ETHYRIA YUH
22:44 | akie: WE'RE ETHYRIA YEAH:elbowcough::baguette_bread::elbowcough::baguette_bread:
22:45 | Alexander .: :elbowcough::elbowcough::elbowcough::elbowcough:
22:45 | OnePunchEgg: :purple_heart::blue_heart::purple_heart::blue_heart::purple_heart::blue_heart:
22:45 | cho: :baguette_bread::baguette_bread::baguette_bread:
22:45 | 이지easy: :hand-pink-waving:
22:45 | るりちゃ: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
22:45 | kael :3: :baguette_bread::baguette_bread::baguette_bread:
22:45 | lender jun: GOD SEES ALL
22:45 | Ali S: :elbowcough::elbowcough::elbowcough:
22:45 | Yuuちゃん: :baguette_bread::purple_heart::baguette_bread::blue_heart::baguette_bread::purple_heart::baguette_bread::blue_heart:
22:45 | 茉莉: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
22:45 | Cyrus Austine Lopez: GOD SEES ALL
22:45 | Celeste MPG: WHOOOOO
22:45 | Zenthia T: Woo indeed!!!
22:45 | αYα 。。: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
22:45 | Umbrosa: :elbowcough::elbowcough:
22:45 | ღMøonღ: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
22:46 | Violette: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
22:46 | Raincore: :baguette_bread::baguette_bread::baguette_bread:
22:46 | LaraMae: :baguette_bread::baguette_bread::baguette_bread:
22:46 | Kodamakido: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
22:46 | EyWhoえふ: WOOOOHOOOO
22:46 | Autumn: GOD SEE ALL
22:46 | Jcontinent: ETHYRIA YUH
22:46 | Villus: かわいい
22:47 | zie 🎭: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
22:47 | Bullet: :blue_heart::purple_heart::blue_heart::purple_heart:
22:47 | pau: :baguette_bread::baguette_bread::baguette_bread:
22:48 | Blaze shygirl: WOOOO
22:48 | Clownahh: :fire::baguette_bread::fire::baguette_bread:
22:48 | Suma: The vocal control is crazy
22:48 | KarrotKayk: :elbowcough::baguette_bread::baguette_bread:
22:48 | ironmo: WOOO
22:48 | Nielle Ong: :baguette_bread::baguette_bread::baguette_bread:
22:48 | Jelly: :baguette_bread::baguette_bread::baguette_bread::baguette_bread:
22:49 | Benilde: YEAHHHHHHHHHH ETHYRIA
22:49 | Elena~: :baguette_bread::baguette_bread::baguette_bread::baguette_bread:
22:49 | Miyo: So good!
22:49 | _nashi: Ethyriaaa!!!!!
22:49 | Esther Kwong: Ethyria!!!!:baguette_bread::baguette_bread::baguette_bread:
22:49 | huuuma😈: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
22:49 | Huỳnh Anh: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
22:49 | EyWhoえふ: :baguette_bread::baguette_bread::baguette_bread::baguette_bread: 
22:49 | reelki🔗: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
22:49 | Hatsu: ALLEZZZZZ
22:49 | Celine: :elbowcough::elbowcough::elbowcough::elbowcough:
22:49 | Aki 🎀: YEAHHHH
22:49 | yiyi: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
22:49 | mintybreeze: :baguette_bread::baguette_bread::baguette_bread::baguette_bread:
22:50 | PinkWillow: :elbowcough::elbowcough::elbowcough:
22:50 | Như Ý: :elbowcough::elbowcough::elbowcough::elbowcough:
22:50 | Himiko Toga: GOD SEES ALL
22:50 | shyflouf: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
22:50 | CR: :baguette_bread::baguette_bread::baguette_bread:
22:50 | firnantok: WE'RE ETHYRIA YEAH
22:50 | 🍇葡萄子: 日本語tskr:baguette_bread::baguette_bread::pleading_face:
22:50 | Erro: Ethyria ya
22:50 | tokkie🎈: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
22:50 | CHERRY JELLYFISH: :elbowcough::elbowcough::elbowcough:
22:50 | Meiven: :baguette_bread::baguette_bread::baguette_bread::baguette_bread:
22:50 | Bullet: :purple_heart::blue_heart::purple_heart::blue_heart:
22:51 | bielina: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
22:51 | Imuj: WOOOOOOO
22:51 | ILia イリア: :virtualhug::virtualhug::virtualhug:
22:51 | Wanning💜: :baguette_bread::baguette_bread::baguette_bread::baguette_bread:
22:51 | Shadow: :baguette_bread::baguette_bread::baguette_bread::baguette_bread:
22:51 | Apple_ Pup: AHHHH
22:51 | ღMøonღ: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
22:51 | 키티: YESSSS
22:51 | leo: WOOOOOOOOO
22:51 | yoisvrs: ZALIIIII WOOOOOOOO
22:51 | Clara琛琛🖋️: :elbowcough::elbowcough::elbowcough:
22:51 | Tora: :baguette_bread::baguette_bread::baguette_bread::baguette_bread:
22:52 | 水夏 Suika: :elbowcough::elbowcough::elbowcough::elbowcough:
22:52 | XI: LES GO 1 MAN ETHYRIA
22:52 | Adrián: :baguette_bread::baguette_bread::baguette_bread::baguette_bread:
22:52 | Sabishii: :baguette_bread::baguette_bread::baguette_bread:
22:52 | Ruruo: :elbowcough::elbowcough::elbowcough::elbowcough:
22:52 | GI-NA🧻: :baguette_bread::baguette_bread::baguette_bread::baguette_bread:
22:53 | zie 🎭: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
22:53 | Biidaoo: :blue_heart::purple_heart::blue_heart::purple_heart::blue_heart::purple_heart::blue_heart::purple_heart:
22:53 | Rozen Alice: :baguette_bread::baguette_bread::baguette_bread:
22:53 | Janelle Evangelista: WERE ETHYRIAA YEAHHH
22:53 | Roku 禄: :blue_heart::purple_heart::blue_heart::purple_heart:
22:53 | Jiamin: :baguette_bread::baguette_bread::baguette_bread:
22:53 | simping for zali nom nom: ZALI SAMA
22:54 | corri: :baguette_bread::baguette_bread::baguette_bread::baguette_bread:
22:54 | Ivan Tan: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
22:54 | kiyono | distorteddimension: YUH
22:54 | nari_..: :elbowcough::elbowcough::elbowcough:
22:54 | {•Mexydx •}: :purple_heart::blue_heart::purple_heart::blue_heart::purple_heart::blue_heart::purple_heart::blue_heart::purple_heart:
