-0:32 | こなぐすり: やしきずの悲鳴が聴こえる……(幻聴)
15:14 | 冊芋: そこからだと思わなかった
15:14 | NA NA: 海
15:14 | ねこさくら: もう、終わった
15:14 | 猫B: まずいよ！社ん！
15:15 | 望月朔: 始まってすらなかった
15:15 | カンダリーニ: おわりやね
15:15 | ちっそく: 急にENみを出してくるな
15:15 | てるる: 貝
15:15 | ユウスケ: あっ
15:16 | 現: 鍋って書いてあるから鍋用意したんかコトカちゃん
15:16 | 小林壯太朗: ENだからね、仕方ないね
15:16 | (New member) へんでしかない。ただのひとでなしだ: どこに海・・・あ、回を「かい」って読んだ！？
15:16 | きゅうり。: 僕の考えた最高の調理法
15:16 | スゥスゥ: 回転ずしあるやん
15:17 | なすな: 料理じゃなくて日本語の問題
15:17 | ny: 抑えて抑えて
15:17 | K: 海鮮丼？？？
15:17 | かささく: あ～あ
15:17 | 蒟蒻: あーあーじゃねー！！
15:18 | 唐揚げ食べたい: 日本語難しいね
15:18 | mAミリアンペア: ホイコーローって読めなかったんだな
15:18 | シャア専用赤いきつね: ENだから仕方がないな
15:18 | 花てん: 入り口ちがくね？
15:18 | (Member (2 months)) だい🤎(右見て左見てブーン): 終わった……
15:18 | アーク: 海産物から離れろ
15:18 | ソウガ: 回=海？
15:18 | こうちゃまる: もう寝ていい？
15:18 | さえ(Sae): 日本人やろｗｗｗｗｗｗｗｗｗｗｗｗ
15:19 | 才華: 海鮮だと終わる
15:19 | masa jankey: やしきずの負けや
15:19 | 秋人: 回鍋肉＝かいなべにく＝海鍋肉
15:19 | (Member (1 month)) happi nyuu nyaa: :_oforkotoka::_wforidk::_aforkotoka::_tforkotoka::_aforkotoka:
15:19 | 大福もち: 解散　解散でーす
15:20 | Denise Yang: ＼(^o^)／オワタ＼(^o^)／
15:20 | るあ: 終わったかもしれん
15:20 | ももももも: ww
15:20 | ghostya: やしきずもコトカも生きろ
15:20 | (New member) 一点 さん: りっくん「回？」
15:20 | 藤井まほ: 終わった
15:20 | なつのみかん: 魚ぁ！？！？！？
15:21 | Pikky: かいせんどんを海鮮丼と知らない
15:21 | ナスカ: 終わったわ……
15:21 | くさ: いや？？
15:21 | tyohu: んん？
15:22 | 熊ちな: さかな？？
15:22 | 熊工廠: ほ……回……
15:22 | アリス☆: 終わったw
15:22 | KICKS: まっずい
15:23 | (Member (2 months)) ゆたまご: ...おっとこれは
15:23 | 蒟蒻: それのかいなんだ？？？？？？？？
15:23 | 古賀乃 たにし / Kogano_tanishi: いったい何が完成するんだ
15:23 | あぶりかぶり: ？？？
15:24 | ツナマヨ: だめそう………
15:24 | (Member (2 months)) 犬笛にむせび泣く男スナハラーマッ: 日本料理から離れないと・・・
15:24 | ワカタニ: ん？？？
15:24 | babicas: 何を言ってんだ？
15:24 | 横唐横尾: 日本語難しいよね
15:24 | ねるとコ: 海鮮..?
15:24 | ヴァイツェッカー: 回鍋肉ね
15:24 | 東京ねこねこサッカー部: 貝？
15:25 | あーかるむ: なんだ？
15:25 | Takaya Kuroda: 魚は高いからなぁ
15:25 | やなゆはわ: とりあえず終わったか
15:25 | あく子_Akukooo: koto?
15:25 | ボンｰBon-: そもそも違う
15:26 | サワキ: :face-blue-wide-eyes::face-blue-wide-eyes::face-blue-wide-eyes:
15:26 | いけだなか: もうダメね
15:26 | うも: 駄目だｗ
15:26 | きびだんご: まさか
15:26 | 夜鷹: かい？
15:26 | 花村リボン: ん？
15:27 | クロウ: ジャンルがまるで違う.
15:27 | ぞひ(jonias): ほほう
15:27 | じょば: 終わった…
15:28 | にじんすきー: 音で聞いてたか
15:28 | オレオ: 海戦丼や
15:28 | しゅノめ: え？
15:28 | (New member) ルナール: 待ってたました～！
15:28 | さいはて: 漢字のない世界
15:28 | かぼす: 回と海だから違うね…
15:28 | (New member) 野良イタチ: アクアパッツァになっちゃうｗ
15:28 | kazu sato: お前は何を言っているんだ？
15:28 | (Member (6 months)) まかろん: ？？？
15:28 | 鬼灯: おぅ・・
15:28 | seiichirou: 日本語が不自由？
15:28 | 黒兎紫音: は？w
15:29 | 腐れ外道眠り猫: ふぇ……
15:30 | かりんとう: 中華鍋を回すからだよ
15:30 | 睡眠ガチ勢: アンジャッシュしてないか？
15:30 | Rio Rio: wwwwww
15:30 | りーだー: え、全然理解できないんだけどこれ俺の理解力の問題？？
15:30 | (Member (2 months)) 犬笛にむせび泣く男スナハラーマッ: よかった
15:31 | (Member (2 months)) 森田: お疲れ様でした。
15:31 | つ。: it's already baaaaaaad
15:31 | やなゆはわ: とりあえず終わったか
15:31 | こうちゃまる: ・・・・
15:32 | あお: やしきず粘れるか
15:32 | てん: お？
15:32 | Demple: 終わりです
15:32 | (Member (2 months)) 飯寿司: :squid:
15:32 | よわぴー: あかん
15:32 | 抹茶入りの紅茶: ん？
15:32 | 田中太郎lv.28: ・・・
15:32 | わっきー: ホイコーローwww
15:33 | Lightning o‐zyan: 回　海
15:33 | 10kiti じゅーきち: セーフ
15:33 | こんぱる: ダメだ？
15:34 | バルティガス: うそ・・だろ＿？
15:34 | 時蕎麦: おお！
15:34 | アルスサ: ENなんで....
15:34 | (New member) フヨウ: 寄せ鍋作るか！
15:34 | ブレブレ01: もうだめかもわからんね
15:34 | coral mix: ？？？
15:34 | テイラ: 音が同じなだけで意味全然違うから難しいな
15:34 | ハツハツ: どうだやしきず、恐ろしいか？
15:35 | selam _: 漢字表記のみ認知www
15:35 | 成瀬結弦: 海ではないのだね
15:35 | 柏戸ちまき: ほっ……
15:36 | 苗字名前: ホイコーローだよね今回のメニュー！？
15:36 | purerhodium: 終わった…
15:36 | てるる: 貝、海、回
15:36 | ポラリス: え？
15:36 | HORI: まあ・・・イカ・エビくらいなら
15:36 | チーズ蒸しパン: ああ！終わった‥‥！
15:37 | 雨粒: 駄目です
15:37 | (New member) マクシー: え？？
15:38 | (New member) ラビちゃん: 死なない程度に地獄を味わってもらおう
15:38 | 錫翔-スズカケ-: 貝？
15:38 | るぅ: おぉ
15:38 | 鹿島しま。: おお！！！
15:39 | ねここねこ: やしきず頑張って生きて！
15:39 | 現: あ〜
15:39 | 無理!!!!: 海鮮丼だと思ってた…？？
15:39 | 唐揚げ食べたい: 肉料理…
15:39 | さえ(Sae): え
15:39 | 藤井まほ: おー！
15:40 | Azim Baharuddin: hi kotoka-san
15:40 | リーンリーン: ？
15:40 | rakugaki 07: ん？
15:40 | 才華: それはまだよかった
15:41 | (Member (2 months)) 犬笛にむせび泣く男スナハラーマッ: ？
15:41 | ひこうタイプのぺんぎん。: じゃあ、ダメだって言ったか？
15:41 | らのよし: カイが海鮮で良いなら疥癬でもいいってことになっちまうだろ
15:41 | スノウ: 魚“は”買ってない
15:41 | Kenneth 18: え？？
15:41 | 働け蟻: "かい"ではない
15:41 | 朝飯屋: ？？？？？？
15:41 | こおりすく: ？？？？？
15:41 | 秋人: ？？？
15:41 | 手島つかさ: ？
15:41 | るい: コトカ日本人だよね？？？？
15:41 | (Member (6 months)) リウ: よかった～
15:42 | うなぎたると: ・・・？
15:43 | きゅうり。: 野菜炒めやぞ
15:43 | ni-hiro: ？？？？？
15:43 | 夜鷹: ？？？？？
15:44 | ba mi: 生肉ｗｗｗｗｗｗｗ
15:44 | あーかるむ: 生肉はまずいですって！！
15:44 | H925il: ？？？？？？？？？
15:44 | ∅すてぃっちgames∅: 生の肉
15:44 | べれしゅ: 何を言っているんだ
15:44 | Rio Rio: 生…？
15:44 | naoya: ん?
15:45 | かふぇおれ: おっと
15:45 | 白玉: はぁん……
15:45 | 六五三: 生肉！？
15:45 | 結城: 社さん、落ち着いてください
15:45 | 望月朔: おっと……？
15:45 | tosh: ！？
15:45 | もうりゆうこ: うああああ
15:45 | aya: 推理はじまりました
15:45 | Azim Baharuddin: yayyyyy cooking stream
15:45 | godflower: 海鮮丼なのに肉？
15:45 | 鯖カーン: 生？
15:46 | Denise Yang: お
15:46 | KSM: ？？？つまり？
15:46 | ぶくぶく茶釜β: ???
15:46 | kumo *: 生肉……？
15:46 | NA NA: 生で食う肉？？？
15:46 | トキワ: ﾊｧﾝ…
15:46 | CG echo: むしろ、生食用？
15:46 | ミッドアイランド: ？？？
15:46 | 腐れ外道眠り猫: ん？、
15:47 | ナスカ: 生！？
15:47 | (Member (6 months)) 茉名.まな.: :_loading::_loading::_loading:
15:47 | KICKS: 生…？
15:47 | Azim Baharuddin: ikzzzz
15:47 | ヴァイツェッカー: 生で肉を食うのか！？（
15:47 | 源光政: 草
15:47 | カラフルドーナツ: ん？？？
15:47 | (Member (6 months)) celine lin: もう終わったか
15:47 | てん: お…？
15:47 | 姿無きモブ: あー
15:47 | さと: ？？？？？
15:48 | Mani Puleta: 草
15:48 | Mohammad Mu'az: the tazumi pad :rolling_on_the_floor_laughing:
15:48 | ani: 終わりです。
15:48 | らいライ: うん？
15:48 | Lightning o‐zyan: やばいｗｗｗｗｗｗ
15:48 | (New member) フヨウ: 草
15:48 | 逸楽おじさん: んぁ？？？
15:48 | seiichirou: ん？
15:48 | わらび餅もち粉: かい、肉？
15:48 | (New member) HIROSE: 草
15:49 | テイラ: まあまあまあ
15:49 | うも: あーーー
15:49 | ribot: 生肉？
15:49 | しゅノめ: おおおお！
15:49 | じじもん: ？？？
15:49 | このはずく: まぁまぁまぁ
15:50 | 麦チョコ: 草
15:50 | オデ: おや
15:50 | RelaxPoto: おしまいだぁ
15:50 | ガトリング斎: ？？？？
15:50 | まる: ん？
15:50 | inazyo: 草
15:50 | はりえもん: なるほど？
15:50 | りぐち。: おぉん
15:50 | (Member (6 months)) まかろん: 生じゃないんよｗｗｗ
15:50 | プルプルフカヒレ: ん？
15:50 | ものさし: おっっと
15:50 | (Member (2 months)) 犬笛にむせび泣く男スナハラーマッ: あーまぁ？
15:50 | (New member) ZenBoze: 生？？？？
15:50 | おみのみ: 生ではない
15:50 | おきな: 生で食える肉？
15:50 | EVE: ？？？
15:50 | やなゆはわ: とりあえず終わったか
15:51 | y2: 回鍋肉？
15:51 | ニヤ: 生ではない
15:51 | さた: やばいｗ
15:51 | Quarry: ？
15:51 | ‡ぼち‡: ？？？？？？
15:51 | キウイ: あー､､､､
15:51 | 黒蝶志穏【こくちょうしおん】: おお
15:51 | ばどえあー: 生・・・？
15:51 | あかいの: おお…
15:52 | 黒兎紫音: コイツヤバいっすわw
15:52 | こい: お
15:52 | poyo: 生じゃない
15:52 | ハチ公閣下: 草
15:52 | ヴァイツェッカー: えぇ・・・
15:52 | ここまるﾃｧ: ！？
15:52 | STAY GOLD: 草
15:52 | (New member) 竈門しまじろう: まあまだセーフか
15:52 | おばっち: まあまあまあまあ
15:53 | Mani Puleta: まあでもこれはあり
15:53 | rot: なるほどね
15:53 | (Member (2 months)) チャリ: 調理済み
15:53 | nickel: は？
15:53 | (Member (1 month)) ソラ: いけるいける()
15:53 | うんぬん亭: 魚は「うお」か「ぎょ」じゃないか、
15:53 | まぐ: まだいける
15:54 | (Member (6 months)) kitsune きつねまいにち: ローストビーフ…！
15:54 | たすけて: ローストビーフは生じゃねええええ
15:54 | 青葉: まぁまぁ
15:54 | 夕方: なるほどね
15:54 | 暗証番号:3515: まぁまぁまぁ
15:54 | オオサンショウウオ: まあまあまあまあ
15:54 | かぷかぷ: 海鮮丼とは
15:54 | めっさん: なるほど……？
15:54 | たべのこし: ？？？
15:54 | メルト: 生でたべれるお肉…、
15:54 | ボビー: ？？？？？
15:55 | NA NA: BEEEEEEFFF
15:55 | コクマルガラス: こわいこわい！
15:55 | ponytale: まあ牛肉
15:55 | べれしゅ: まだどうにかなる
15:55 | k I: んー！！まぁまぁ
15:55 | アットホーム改: あーんー？
15:56 | 白玉: いける！
15:56 | ジョー: まだ大丈夫ｗ
15:56 | やまてん: んんんんん
15:56 | あ、とってもマイルド: すでに出来てるｗｗ
15:56 | 釈迦太郎: まぁまだ修正きく
15:56 | 山隠れの半蔵: ローストビーフならまぁ
15:56 | まる: まあまあまあ
15:57 | Cosmo Nova: セーフ！！
15:57 | ribot: 遠いなw
15:57 | 秋人: 予想のナナメ上を行く天才よ・・・
15:57 | 熊ちな: そつちかw
15:57 | ho hou: それもう完成品なんや…
15:57 | hqr: 生肉？？
15:58 | ぶくぶく茶釜β: ローストされてるやんけ
15:58 | takasou: お、おう…
15:58 | さるす: うん
15:58 | Tanred: まだいける……？
15:59 | バルティガス: お～～～～～っとぉおお
15:59 | たゆゆゆ: 肉なら正解
15:59 | ベルギー: ？？？
16:00 | 【】セカンド【】: まあまあまあ
16:00 | おにぎり: 生…？
16:00 | 能面トラピッチェ: そうか、回鍋肉読めないのか…
16:00 | H.H.: カイじゃなくてホイでは
16:00 | イット: 1敗
16:01 | mrn: 思考回路わからん
16:01 | アルスサ: セーフ？
16:01 | けらまーご: ほお
16:01 | Azim Baharuddin: hmmmm
16:01 | Corylus[くらりす]: ギリギリ行ける
16:01 | いとち: まあセーフ
16:02 | 睡眠ガチ勢: やしきずー！！！しっかりしろー！！
16:02 | Lotem: ？？？
16:02 | おはぎ: うーんなるほど
16:02 | らのよし: 生で食える肉は日本では禁止されています
16:02 | グリギン: まあわからんでもない
16:02 | otsuki: 面白すぎる
16:02 | きのみ: あれ豚肉だよね......？
16:02 | あお: まだ舞える
16:02 | 氷ノ山えな: ローストされとるが
16:02 | sugitaku_t4: せふせふ
16:02 | (Member (2 months)) Kaya: ローストビーフは生じゃねーよ！！
16:02 | Lightning o‐zyan: 終わったあああああああああああああああｗｗｗｗｗ
16:03 | 真っ赤梨: ロースト（生）
16:03 | ルゥ・ディクラス: 最悪生でも何とかなる配慮だな！
16:03 | 白依しろ: まあ…
16:03 | あーく【スキマ時間に遊戯王大会環境】: ローストだから生じゃないんよｗ
16:03 | やまとん: ローストビーフは生じゃないやろwww
16:03 | (New member) HIROSE: なるほどね
16:03 | スノウ: まぁ肉ではある
16:03 | Kingxe: まだ大丈夫
16:03 | まる: まあまあまあ
16:03 | カンガルー捌き: まあまあ
16:03 | 半袖: まだいける
16:03 | 萃-kaname-: まぁまぁ
16:03 | クレイン: まあまあまあ
16:03 | ドナルド: まだ大丈夫
16:03 | あかね: おわた
16:04 | おがん: 食えるからまあ
16:04 | inazyo: まだだ！
16:04 | Kom Yam: ん〜〜・・・まだ応用効くかｗ
16:04 | 姿無きモブ: 食えるからいいか
16:04 | babicas: 牛なら焼けば行ける
16:04 | アーク: まだ食べれる
16:04 | めーぷる: ローストビーフは生ではないｗ
16:05 | Denise Yang: まぁまぁまぁ
16:05 | 夜鷹: まだだまだいける
16:05 | Difarc: 調理済みじゃん
16:05 | てるる: 肉にはちがいない
16:05 | carrion crow: ああ〜〜〜
16:05 | プリン: まぁ...なんとかw
16:05 | てぃん: もう出来上がってて草
16:05 | 蘭丹槐: まだいけるか？
16:05 | うも: お？
16:06 | ねこさくら: まあ、ギリセーフ
16:06 | sing: まだセーフ
16:06 | 大五郎: まぁまだなんとか…
16:07 | ワチひろみ: まあニアピン
16:07 | ヴァイツェッカー: ※彼女は悪ふざけなしでいっています
16:07 | こんぱる: 鍋はどこにいったの？
16:08 | ジークフルード: ローストビーフｗｗ
16:08 | Ohayo: 料理名知らない人からしたら名前からは絶対に材料わからないぞ
16:08 | CG echo: 海鮮？？？
16:08 | ろびん: ローストビーフは炙ってる
16:08 | QS: 今日も伝説が生まれそう
16:08 | じょば: 低温加熱されてるんだよなー
16:09 | れん師匠の弟子破壊神: そのままでよくね？
16:09 | いつまで: おお…
16:09 | もうりゆうこ: まあうまい
16:09 | うまおい: ロースト＝生？？？
16:09 | ∅すてぃっちgames∅: こめ？
16:09 | aya: ほぉん…
16:09 | BNJ: もうそのまま食えばいいんじゃね
16:09 | おきな: うん？
16:09 | らいライ: まだセーフ
16:09 | 櫻井ゆき: もうやばい
16:09 | きたなくねぇ花火: まぁ...
16:09 | つ。: ま、まあ、まだね、まだね
16:09 | ナート アトラ: まだ行ける
16:09 | たすこ: 良かった火通ってる肉だ！
16:09 | masa: お、おう
16:10 | うりぼーうりぼー: 回鍋肉にローストビーフ・・・
