-0:13 | (Member (2 months)) シキマリ: :_AlbanIKZ::_AlbanIKZ::_AlbanIKZ:
15:55 | (New member) SuuMe🌨: wwwwwww
15:55 | (Member (1 month)) kanae: なんのタッピング！？指が器用なのはわかった…
15:55 | にこ: アルバーンかわいい:smiling_face_with_tear::sparkling_heart:
15:55 | H a n i w a: あーかゆい。幸せの痒み
15:55 | ラウリル: 可愛すぎる、
15:56 | (New member) Cuddle: :_AlbanBlessed::_AlbanBlessed::_AlbanBlessed:
15:56 | Fat rat: tskr
15:56 | ~(>ヮ<)~: :)
15:56 | ゆき: こいつぁやべぇ
15:56 | (Member (2 months)) Reishi🎭🐾: are bdbdnfnf
15:56 | Rin: Owo what is that noisy :skull:
15:56 | (Member (2 months)) たたら: ころころぉ、、、、
15:56 | 桃香: ごろごろ〜
15:56 | Snow_羊兒: Kolokolo 
15:56 | (Member (1 month)) Corn 2.0 🌽: AHHHHH
15:57 | ⑉ Kinetic ⑉: Omg this is actually so cute
15:57 | Culacc🧡: tskr
15:57 | 𝘚𝘭𝘦𝘦𝘱𝘺𝘩𝘦𝘢𝘥: You should do this more often :smiling_face_with_hearts::orange_heart:
15:57 | (Member (1 month)) FINA@0307🐈‍⬛: it's so goooood
15:57 | Reeciez: oh my
15:58 | _ Haruka: なぐってくれ
15:58 | 🥧 Patricia 🎭: TSKR :smiling_face_with_halo:
15:58 | (Member (2 months)) まめた: TSKRRRRRRR
15:58 | (New member) 사유: OMG
15:59 | 米鴨: TSKR
15:59 | (New member) しおにゃ: ころころ…………？？？？？
15:59 | sunsea: AAAAAAAA
15:59 | (New member) ねぎねぎ: ころころがりがり
15:59 | (Member (1 month)) あやなてやん!: ころころ、、、猫かぁ、、、
15:59 | (New member) しょこらんぬSyoko-rannu: まって！！！！！
15:59 | ciela: cat (real)
15:59 | Foxxxx: 笑ってまうってwwwwww
15:59 | (New member) リーシャ: 心臓がもたない
16:00 | えりな🎭🦊: TSKRRRRRRRRRRRRRRRRRRRRRRRRRRRRRR
16:00 | thiccbreadsmilk666: it feels like my brain is vibrating 
16:00 | Honey Bambi: Never knew I need this 
16:01 | Tsing Bai: tskr:loudly_crying_face:
16:01 | tanimqtamo: very relaxing :hugging_face:
16:01 | _ことね_: TSKR
16:01 | Midnight Dream🥀: that's sounds nice
16:02 | BUNNY: Tskrrrrr
16:02 | (New member) 사유: MY HEART
16:02 | ふゆたけ: ありがとうー
16:02 | (New member) ゆん:  
16:02 | (Member (2 months)) Mini ⭐️: tapping is soooo nice
16:02 | SugaSweet xoxo: Oh that sounds nice
16:03 | K.T: pls who mention patrick ASMR
16:03 | c: it’s sounds so nice!
16:03 | (New member) 玉露 Gyokuro: なんこおと！？w:_AlbanShock:
16:03 | 岩本公美子: なんの音だ....
16:03 | (Member (1 month)) あさぎ: 寿命伸びるーありがてえ
16:04 | (New member) migi: □□□
16:04 | (New member) ゆん:  
16:04 | おなぎ: これが猫か！！
16:04 | | Rae_chu |: TSKRR
16:04 | Via: Tskr
16:04 | __MIZUHA__: TSKR ALBANYA
16:04 | (Member (2 months)) 夜雪 ye xue: TSKR
16:04 | shrekussy: koro koro
16:04 | (New member) Oh Knyox ☀️🥖: did you just kiss the mic sir
16:04 | (New member) ゆん: aa
16:05 | mi ho: ひょええ…:orange_heart:
16:05 | YY_tell_me_ Y: tskr
16:05 | Fern: :orange_heart::orange_heart::orange_heart:
16:05 | kanishka: :orange_heart::orange_heart:
16:05 | (New member) NongTen: :_AlbanCry::_AlbanCry::_AlbanCry:
16:05 | Thy: AWW BUNNY
16:06 | Nana _nzz: TSKRRRRR!!
16:06 | (Member (1 month)) イロハ: ちょこちょこ動いてるのかわいい□
16:06 | wen hui: tskrrr
16:06 | (Member (2 months)) Lapis: 猫の爪とぎっぽくてTSKR
16:06 | (Member (2 months)) たたら: ぷにぷに
16:06 | st☆r!: TSKRR
16:07 | (Member (1 month)) もりもりおまめ: どんどん転がしてくれ
16:07 | (New member) Cuddle: aaaaaaa
16:07 | 🌸Samantha: kawaii
16:07 | (Member (1 month)) あやなてやん!: ぷにぷに、、、、、
16:07 | (New member) あむ。amu: awwwwww
16:07 | ゆき: えかわいい
16:08 | ひにょもにょ: 好き！TSKR〜:loudly_crying_face::loudly_crying_face:
16:08 | (New member) ねぎねぎ: ぷにぷに！？！？
16:08 | Starry: BOTH??? OMG
16:08 | ねむ_: ぷにぷにかわいすぎる……
16:08 | d3stinyyz: AA TSKRRR
16:08 | rhea: so cutee
16:08 | akanzxp: doki doki suru
16:08 | らむ: ああ！！！！！！！！！！！！！！！！！！
16:08 | (New member) しかりゆ: :_AlbanCry::_AlbanCry::_AlbanCry:
16:08 | Nun ninu.: so cuteeeee!!!!
16:08 | 明日子: ゴロゴロ言ってんの可愛すぎ:smiling_face_with_heart_eyes:
16:09 | 硯: かわいい
16:09 | ねい: めされた:smiling_face_with_halo:
16:09 | Asteria🃏🖋: hi albannnnnnnnnnn
16:09 | めい: 永遠に転がしてほしい
16:09 | (Member (1 month)) Valice Choco ( ͡°³ ͡°): awa awaaa
16:09 | かの花: ああかわいいいいい
16:09 | (New member) ゆん: YABAI
16:09 | さかなsakana_yig: tskr
16:09 | (New member) 玉露 Gyokuro: ぷにぷに！？
16:09 | (Member (2 months)) めかぶちゃん: てえてえ
16:09 | Ponyo sama: punipuni
16:09 | ゆね: タッピングで指の形がイメージできてしまう私は変態なのか…？？
16:09 | (Member (1 month)) でこ: かわいい
16:10 | ラウリル: ぷにぷにかあいいいいいいいいい
16:10 | (Member (2 months)) Reishi🎭🐾: are you prepared to hit that 300k!?
16:10 | (Member (2 months)) LiA🎀: かわいい
16:10 | azusa: ぷにぷに好き
16:10 | なる: かわいい。、
16:10 | (Member (2 months)) DarGais 🎭: I'm ascending
16:10 | (New member) cyan: OMG SO CUTEEEEE
16:10 | ぬるで: very cute
16:10 | Joku: TSKR
16:10 | (Member (2 months)) まめた: !?!?
16:10 | もちもち: ぷ　に　ぷ　に
16:10 | Via: Albanyan
16:10 | 《𝚁𝚒𝚗 _𝚋𝚒》: awww :pleading_face:
16:10 | (New member) 梶村ゆゆゆ[YUYUYU]: ぷにぷに…
16:10 | 桃香: アルバーンくんごろごろ〜ぷにぷに〜
16:11 | mi ho: ころころ
16:11 | Snow_羊兒: Punipuni :orange_heart::orange_heart:
16:11 | (Member (2 months)) Kushiro: ASMRうますぎんか！、
16:11 | (Member (1 month)) 조이Joy: TSKRRR
16:11 | ▶︎まーにゃ◀︎: ぷにぃ
16:11 | りん: ぷにぷにぃぃぃぃぁぃ
16:11 | (New member) ねこぴ: アルバーンの存在を感じて無理
16:11 | (New member) いぬぽぽん: ぷにぷに！！:orange_heart::orange_heart:
16:11 | (New member) QueenAlice: AWWWWW
16:11 | Jordan: PUNI PUNI 
16:11 | 埴ちゃん🐈🍯: tskr
16:11 | (New member) Louis: TSKR
16:11 | ルミ: OMG
16:12 | つなかん: かわいい
16:12 | (Member (1 month)) ちーちゃん: ぷにぷに！？かわいいいいいい
16:12 | (New member) あかり-Akari: cute:_AlbanCry::_AlbanCry::_AlbanCry::_AlbanCry:□
16:12 | (New member) MiaMia: かわいいomg
16:12 | ぴ: puni puni
16:12 | (Member (2 months)) Nana.___.‪: ぷにぷにかわいい
16:12 | (New member) らむえりー🎭🕒: yooooooooooooooooooooooooo
16:12 | (Member (2 months)) じす_Jis: :_AlbanCry::_AlbanCry::_AlbanCry:
16:12 | (New member) ゆん: 今
16:12 | (New member) いあ: LMAO
16:13 | Ysy • (Easy): tskr
16:13 | HIKARI: ぷにぷに
16:13 | ゆき: ないてる
16:13 | ももせ: わーん:loudly_crying_face:嬉しい:white_heart::white_heart:
16:13 | peachshake: tskrrrrrrr
16:13 | esis: :chillwcat::chillwcat:
16:13 | ⑉ Kinetic ⑉: PUNI PUNI
16:13 | (Member (2 months)) みんとっと: かわいすぎんか
16:13 | Neko: :orange_heart::orange_heart::orange_heart:
16:13 | 岩本公美子: ぷにぷにぃ〜〜!!!
16:14 | (New member) さや: tskr!!!
16:14 | 陽【HINATA】: ふわふわ
16:14 | ふぶき。: かわいい…
16:14 | たまき: ぷにぷにぃぃぃぃぃぃ
16:14 | (Member (1 month)) Kairi: かわいすぎか
16:14 | (Member (2 months)) さき: ぷにぷにだと？！？！かわいいじゃねぇか
16:14 | ゆきの: ぷにぷにたすかる
16:14 | (New member) Artemis: Aaaaaaaa
16:14 | Wonderful: so cuteeeeeeee ahhhhhhh
16:14 | 愛·Cindy Cheng: かわい
16:14 | Asteria🃏🖋: :Oooo
16:14 | rei: PUNI PUNI
16:14 | Rin: NAH GTG NEKO SAN:pensive_face::sparkles::nail_polish:
16:15 | にこ: オトマノペかわいい:loudly_crying_face:
16:15 | sunsea: TSKR
16:15 | (New member) 🎀 Lyrit 🎀: IM GONNA LOSE IT 
16:15 | (Member (2 months)) めかぶちゃん: :_AlbanHeh::_AlbanHeh::_AlbanHeh:
16:15 | (New member) かなちゃ: punipuni
16:15 | (Member (1 month)) FINA@0307🐈‍⬛: :_AlbanCry::_AlbanCry::_AlbanCry:
16:15 | (Member (2 months)) machi: TSKR:_AlbanCry::_AlbanCry:
16:15 | Tabby: TSKRRR
16:15 | maichi: かわいい
16:15 | bruh: puni puni~~~
16:16 | (Member (1 month)) MASUMI: ぷにぷーに
16:16 | りん: しぬしゆ
16:16 | Sharkie🦈🌱: I'M DYING CHAT, PLEASE HELP ME
16:16 | (Member (1 month)) ぐだ: ？！？！？！
16:16 | Mr Devilish: punipuni
16:16 | Kailiko: IM IM IM 
16:16 | jan🤍: AHHHHH
16:16 | luck voltia: cuteee
16:16 | (Member (1 month)) mao: かわいい
16:16 | Kitmochii :3: (>/////<)~
16:16 | (New member) amyu ⸜ ෆ ⸝‍: ぷにぷにかわいい□
16:17 | (Member (1 month)) Maliciousli 🧸: cat stratching? LMFAO
16:17 | ♡YejisGoneLoco♡: Tskr
16:17 | さかなsakana_yig: !!!!!!!!!!!!
16:17 | Shenhan: :flushed_face::flushed_face::flushed_face::flushed_face::flushed_face:
16:17 | (New member) kumiko: ぷにぷに□□□
16:17 | chia lin lin: kawaii
16:18 | (Member (2 months)) Misa-chanみさ: オノマトペTSKR
16:18 | Liya: puni puni:orange_heart:
16:18 | なな: 私のお腹のことかな？
16:18 | 緋淇Fe_Qi: awawawawaw
16:18 | (Member (1 month)) ALISA🥀🌙: :_AlbanBlessed::_AlbanBlessed::_AlbanBlessed:my ear for tonight blessed thank god
16:18 | (Member (2 months)) たたら: わたし生きてる、、、、、？
16:18 | (Member (1 month)) Maaami: 日本語の破壊力やばいよ:loudly_crying_face:
16:19 | R.Y: 卡哇依～
16:19 | (New member) しおにゃ: オタクを手のひらでころころってこと…………？
16:19 | ぬみ: かわいい
16:19 | Salfa: TSKR
16:19 | Gwen Liu: tskr
16:19 | Kat_ilabs: I love this sound it’s so relaxing
16:19 | (Member (1 month)) あやなてやん!: なんかもうないてる:_AlbanCry::_AlbanCry:
16:19 | みんみん: Cuteeeee
16:20 | ゆね: ぷにぷにー！！！
16:20 | (New member) あんり: ぷにぷに...
16:20 | ホタル Hotaru: ほんとありがとう天国いってくる
16:20 | ran ran: KAWWAIII
16:20 | Nianjia: Uwahhhhh tskrrrrrrr
16:20 | (New member) *sayapi《さやぴ》: ぷにぷにで世界救える
16:21 | ▶︎まーにゃ◀︎: ふみふみも
16:21 | Harmaliah Bober: ACKKKKKJ
16:21 | ahcnttn: Awwwwwww
16:21 | 凛: ぬぅぅ日本語可愛い！！
16:21 | ncl_xavierrr: tskrrrrr
16:21 | *カルディア: 可愛いすぎる
16:21 | KuroiTenshi : TSKR TSKR
16:21 | ルミ: tskr!!!!
16:21 | (Member (2 months)) まめた: awwwwww
16:21 | もどき_modoki: 擬音TSKR
16:22 | (Member (2 months)) Keru: 可愛い過ぎない？！
16:22 | 湘湘💗: I Love you
16:22 | 狗拿_浩子: Punipuni
16:22 | (New member) inari: オノマトペかわいいtskr
16:23 | めい: ぷにぷにいいいいいいいいかわいいい
16:23 | (New member) 🎀 Lyrit 🎀: TSKR
16:23 | warmtoned boi: aaaaaaaa ur so gooddd albaannnn :loudly_crying_face:
16:23 | harumii: crying rn
16:24 | Shenhan: :flushed_face::flushed_face::flushed_face::flushed_face::flushed_face::flushed_face::flushed_face:
16:24 | (Member (1 month)) herathenaa: waku wakuu
16:24 | (Member (2 months)) ゆぱちゃん_Yupa-chan: tapping tskr…
16:24 | Lazerzz: Tskr 
16:24 | Mayra Barria: tskrrr
16:24 | Yichi_Z: So cute omg 
16:24 | (Member (2 months)) moe: ぷにぷにぃ、、、、タフカル、、
16:24 | (Member (2 months)) アイス: 助かる
16:24 | Ichie Yamato: LOVE YOU TENCHOU :red_heart:
16:24 | (New member) anda: □□
16:24 | (New member) ねこぴ: かわいいい
16:24 | 松野一七: :loudly_crying_face::loudly_crying_face::loudly_crying_face:
16:24 | ひにょもにょ: ぷにぷにかわいいい〜〜:loudly_crying_face:
16:24 | (New member) あむ。amu: help me
16:24 | ᴏᴛᴏʀɪ.: かわいいtskr
16:24 | LIN: pppppppppuni
16:25 | (Member (1 month)) Mayra : :_AlbanBlessed::_AlbanBlessed::_AlbanBlessed:
16:25 | | Rae_chu |: PUNI PUNI
16:25 | 商婳月_a hua: TSKRRR
16:25 | Hunut枑: neko kawa...
16:25 | _RC阿栖: Tskr
16:25 | (Member (2 months)) Reishi🎭🐾: who said cat scratch g
16:26 | 明日子: ぷにぷに？？！？？、！！:smiling_face_with_halo::smiling_face_with_halo::smiling_face_with_halo::smiling_face_with_halo::smiling_face_with_halo::smiling_face_with_halo:
16:26 | (Member (2 months)) Limi: kawaiiiii:_AlbanCry::_AlbanCry::_AlbanCry::_AlbanCry:
16:26 | (Member (1 month)) JaaJidz: □□□
16:27 | Gracie: I just got heree
16:27 | 曉蕓: kawaiii
16:27 | moko moko: プニプニ(白目)
16:27 | Chachaiii: ( ✧Д✧) YES!!≧﹏≦
16:27 | (New member) SuuMe🌨: 笑ってもええんやで:face_with_tears_of_joy:
16:27 | ゆ ゆ: uwaaaaaaaa
16:27 | Mikoto_: ありがとう世界
16:27 | ふぎふぎ: ぷにぷに†┏┛墓┗┓†
16:27 | Mixz: TSKR
16:27 | Asteria🃏🖋: tskrrr:downcast_face_with_sweat::orange_heart::orange_heart::orange_heart:
16:28 | (New member) migi: :_AlbanTehepero::_AlbanTehepero::_AlbanTehepero:
16:28 | Reikyu _: TSKRRRR 
16:28 | ulalaila4: :horse::horse::horse: sounds like a horse is running when you do that with your hands XD
16:28 | Nun ninu.: >\\\\<
16:29 | (New member) 🎀 Lyrit 🎀: :_AlbanBlessed::_AlbanBlessed::_AlbanBlessed:
16:29 | (New member) しょこらんぬSyoko-rannu: えっちぃんだよぉぉぉ
16:29 | Via: GURL I'M SO SLEEPY RN
16:29 | natcha: punipuni tskrrr
16:29 | ねむねむおじさん: first time view ur streaming:sparkling_heart:
16:29 | mika vibing: TSKR
16:30 | ゆき: 命日
16:30 | plume🍙: okay thats so cute
16:30 | (New member) あんり: :_AlbanCry::_AlbanCry::_AlbanCry::_AlbanCry::_AlbanCry::_AlbanCry::_AlbanCry::_AlbanCry::_AlbanCry::_AlbanCry::_AlbanCry::_AlbanCry:
16:30 | (Member (1 month)) Miu: TSKR
16:30 | 🍪cookie: so cute
16:31 | Mielle♡: TSKR!:flushed_face::orange_heart:
16:31 | sunsea: TAPPING SOUND SO FUCKING NIVE
16:31 | rei: QA
16:31 | luck voltia: :orange_heart::orange_heart::orange_heart::orange_heart::orange_heart::orange_heart::orange_heart:
16:31 | (Member (1 month)) herathenaa: waku wakuuu
16:32 | (New member) なつめろす: 死因:ころころ
16:32 | (Member (2 months)) Mini ⭐️: □□□
16:33 | (Member (2 months)) CristalFlower: :_AlbanBlessed::_AlbanBlessed::_AlbanBlessed:
16:33 | (Member (2 months)) Naga: cat?□□
16:33 | (Member (2 months)) roji: TSKR
16:33 | (Member (2 months)) blue cherry: so cute:_AlbanCry:
16:33 | (Member (2 months)) おだんごねこ: Hi tskr
16:33 | 美晴: 意味わかんないけど可愛いwww
16:33 | (Member (2 months)) McKats: so cuteeeeeee
16:34 | (New member) リーシャ: 寝れない
16:34 | (Member (2 months)) Misa-chanみさ: あるばにゃんの頬はぷにぷに
16:34 | (Member (2 months)) まほこ: かわいい
16:34 | d3stinyyz: AAAA MY HEART
16:35 | Yolan Moulida: GUA GA KUAT CUYYY
16:35 | (Member (1 month)) 夏: Alban's heartbeat onegaishimasu’nn 
16:35 | (Member (2 months)) さき: ああああぁぁぁ
16:35 | (New member) SUNNY: NYA
16:35 | (New member) ちな: aaaaaaaa
16:35 | owa owa: tskr！！！
16:36 | U-san最高🤍💙: tskr koro
16:36 | Chachaiii: Puniiiiii
16:36 | 岩本公美子: ぷにぷにかわいすぎるぅうううう
16:37 | (Member (2 months)) Reishi🎭🐾: HAHAHAHHAA HELP SO CUTE
16:37 | 明日子: 猫やぁ
16:37 | (New member) marimon: TSKR KYAaaaaaAAAaaA
16:37 | (Member (2 months)) アイス: kawaiiii !!!
16:37 | 𝙏𝙊𝙍𝙊𝙍𝙊: KAWAIIII:loudly_crying_face:
16:37 | sunsea: *NICE
16:37 | (Member (1 month)) ぐだ: ぷにぷに？！
16:37 | (New member) 杏奴: tskr□□□
16:37 | hina: cuteeee
16:37 | plume🍙: TSKR
16:37 | Yohan Yu: TSKRRRRRRRR
16:38 | yuren [ユレン]: TSKR
16:38 | ふゆたけ: Puni puniii
16:38 | Sakura: hello!
16:39 | (New member) いぬぽぽん: □□□
16:39 | allusial v: I AM GOING FERAL
16:39 | らむ: ぷにぷにかわいい
16:39 | Jinzu _ZYSQ: HELLO ALBAN-KUN
16:39 | (New member) Piyomoぴよも: 過去最大風速のぷにぷに:smiling_face_with_halo:
16:40 | Nyx: :orange_heart::orange_heart::orange_heart::orange_heart::orange_heart:
16:40 | (Member (2 months)) まめた: オノマトペTSKR:_AlbanCry::_AlbanCry:
16:40 | _ことね_: かわいい
16:40 | ささ: 私のお腹のこと？
16:40 | Gyro Zeppeli: ti leei autos tora?
16:40 | (New member) 𝗠𝗶𝘀𝗮♥︎: kawaiiiiii
16:40 | Foxxxx: くぅ、、、、、、、、、、、、、、
16:40 | なる: 永遠に続いて、、
16:41 | synjie kim: so relaxing :growing_heart:
16:41 | rai ☆: :orange_heart::orange_heart::orange_heart:
16:42 | Ninaღ にな: TSKRR 
16:42 | (New member) ねぎねぎ: 破裂音の発音がかわいすぎる
16:42 | R.Y: TSKR
16:42 | (Member (1 month)) herathenaa: :_AlbanNya:
16:42 | (New member) Arukine: tskr
16:42 | ねむ_: 生きててよかった…
16:42 | (Member (2 months)) お菓子屋: :_AlbanCry::_AlbanCry::_AlbanCry:
16:43 | (New member) ゆいちやん: かわいいいいいいいい:_AlbanCry::_AlbanCry:
16:43 | Raetsel Imissmycathesjustchillinathome: Me n my cats are vibing rn
16:43 | luck voltia: :heart_suit::heart_suit::heart_suit::heart_suit::heart_suit::heart_suit::heart_suit::heart_suit:
16:43 | (Member (1 month)) goose: it sounds okay
16:43 | 阿晖晖: tskr!!!!!!!!!!!!!!!!!!
16:43 | はるのん(陽): ぷにぷに:drooling_face::drooling_face::drooling_face:
16:43 | (Member (1 month)) SuiSui39: □□
16:44 | (New member) Kaenya: shake shake kawaii
16:44 | (Member (2 months)) Allen F: □
16:44 | Delia Ying: tskr
16:44 | Aiko: TSKRR
16:45 | Mr Devilish: are those birds in the bgm
16:45 | (Member (2 months)) mayukoro: ぷにぷに…
16:45 | 桃香: アルバーンくんのほっぺぷにぷに
16:45 | Linh Phạm Khánh: TSKRRRR
16:45 | Snow_羊兒: TSKR…
16:45 | Kira Kookie「Grimoire」: i feel like going to bed again
16:45 | 湘湘💗: 卡哇伊
16:45 | (Member (1 month)) ちーちゃん: cute:loudly_crying_face::orange_heart:
16:45 | 親子丼 No.49: 私のお腹が？？
16:46 | 岩本公美子: ＯＫ!!!
16:46 | (New member) *sayapi《さやぴ》: えぇ～～～んかわいい～～～～:_AlbanCry::_AlbanCry::_AlbanCry::_AlbanCry::_AlbanCry:
16:46 | azusa: top energy…
16:46 | (Member (1 month)) herathenaa: Nya
16:46 | (New member) amyu ⸜ ෆ ⸝‍: か、かわいいぞ…( ´ཫ` )
16:46 | (Member (2 months)) 🎭 Hirai Aki 🕒: tskrrr
16:46 | Lexa: tskr!!
16:46 | (Member (2 months)) Mini ⭐️: yes it sounds great!!!
16:46 | (Member (2 months)) Ekiiiii: TSKRRRR
16:47 | m.: ok!!!!!!
16:47 | (New member) SUNNY: NYA NYI NYU NYE NYO
16:48 | ghostworld: listening to u while doing schoolwork is so relaxing!! thank u alban
16:48 | ふにこ: ぷにぷにtskr
16:48 | (Member (2 months)) Rita: cute
16:48 | (New member) Oh Knyox ☀️🥖: THIS IS MORE THAN OKAY
16:48 | (New member) cyan: TSKR
16:49 | SHARKBAIT : IT'S GOOD TENCHOU!!
16:49 | (New member) にゃんにゃんこ: :orange_heart::orange_heart::orange_heart:
